GridArea;Type_Of_MP;Physical_Status;Settlement_Method;Count
853;E17;E22;D01;13
853;E17;E22;E02;2
853;E17;E22;D01;1
853;E17;E22;D01;171
853;E17;E22;D01;2
853;E17;E22;E02;2
853;E17;E22;E02;1
853;E17;E23;D01;1
853;E17;E22;D01;100
853;E17;E22;D01;112
853;E17;E22;D01;10
853;E17;E22;E02;1
853;E18;E22;;1
853;E18;E22;;4
853;E17;E22;D01;7
853;E17;E22;E02;1
853;E18;E22;;1
853;E17;E22;D01;24
853;E17;E22;D01;1
853;E17;E22;D01;100
853;E17;E22;D01;14
853;E17;E22;D01;126
853;E17;E22;D01;1
853;E17;E22;E02;1
853;E17;E22;D01;9
853;E17;E22;D01;1
853;E17;E22;D01;81
853;E17;E22;E02;8
853;E17;E22;E02;1
853;E17;E22;D01;190
853;E17;E22;D01;3
853;E17;E22;E02;3
853;E17;E22;D01;3
853;E18;E22;;1
853;E17;E22;D01;4
853;E17;E22;D01;1
853;E17;E22;D01;123
853;E17;E22;D01;70
853;E17;E23;D01;1
853;E17;E22;D01;3
853;E17;E22;E02;2
853;E18;E22;;125
853;E17;E22;D01;94
853;E17;E22;D01;6
853;E18;E22;;18
853;E18;E22;;2
853;E18;E22;;9
853;E17;E22;D01;23
853;D02;D02;;156
853;D02;D02;;6
853;D04;D02;;1
853;D04;E22;;125
853;D05;E22;;3
853;D06;E22;;143
853;D07;E22;;143
853;D08;D02;;2
853;D09;E22;;2
853;D10;D02;;1
853;D11;D02;;1
853;D12;D02;;10
853;D12;E22;;1
853;D14;D02;;167
853;D14;E22;;848
853;D15;E22;;125
853;D99;D02;;1
853;E17;D02;D01;52
853;E17;D02;E01;5
853;E17;D02;E01;581
853;E17;D02;E01;107
853;E17;D02;E02;6
853;E17;D03;D01;7
853;E17;E23;D01;68
853;E18;D03;;1
854;E17;E22;D01;56
854;E17;E22;D01;3
854;E17;E22;E02;2
854;E17;E22;E02;1
854;E17;D03;D01;1
854;E17;E22;D01;8
854;E17;E22;E02;1
854;E17;D03;E02;1
854;E17;E22;D01;163
854;E17;E22;E02;34
854;E17;E22;E02;1
854;E17;E22;E02;2
854;E18;E22;;1
854;E18;E22;;1
854;E17;E22;D01;95
854;E17;E22;E02;8
854;E17;E22;D01;15
854;E17;D03;D01;4
854;E17;E22;D01;13147
854;E17;E22;D01;4
854;E17;E22;D01;3
854;E17;E22;D01;1
854;E17;E22;D01;152
854;E17;E22;E02;56
854;E17;E22;E02;4
854;E17;E22;E02;1
854;E17;E22;E02;4
854;E17;E23;D01;5
854;E17;E22;D01;11
854;E17;E22;D01;24
854;E17;D03;D01;1
854;E17;E22;D01;689
854;E17;E22;D01;1
854;E17;E22;D01;1
854;E17;E22;E02;9
854;E17;E22;D01;1
854;E17;E22;D01;9
854;E17;E22;D01;6
854;E17;E22;E02;1
854;E17;E22;D01;65
854;E17;E22;D01;1
854;E17;E22;D01;3
854;E17;E22;E02;5
854;E17;E22;D01;21
854;E17;E22;E02;4
854;E17;E22;D01;1
854;E17;E22;D01;408
854;E17;E22;D01;1
854;E17;E22;D01;1
854;E17;E22;E02;3
854;E17;E22;D01;143
854;E17;E22;D01;1
854;E17;E22;E02;1
854;E17;E22;D01;289
854;E17;E22;D01;3
854;E17;E22;D01;14
854;E18;E22;;1
854;E18;E22;;10
854;E18;E22;;11
854;E17;E22;D01;39
854;E18;E22;;1
854;E17;E22;D01;86
854;E17;E22;D01;163
854;E17;E22;D01;58
854;E17;E22;E02;5
854;E17;E22;D01;574
854;E17;E22;D01;1
854;E17;E22;D01;1
854;E17;E22;D01;3
854;E17;E22;E02;1
854;E17;E23;D01;1
854;E17;E22;D01;16
854;E17;E22;D01;4
854;E17;E23;D01;1
854;E17;E22;D01;39
854;E17;E22;D01;1
854;E17;E22;E02;4
854;E17;E22;E02;1
854;E18;E22;;1
854;E17;E22;D01;339
854;E17;E22;D01;2
854;E17;E22;E02;5
854;E17;E22;D01;28
854;E17;E22;D01;3
854;E18;E22;;1
854;E17;E22;D01;20
854;E17;E22;D01;283
854;E17;E23;D01;1
854;E17;E22;D01;135
854;E17;E22;E02;1
854;E17;E22;E02;1
854;E18;E22;;183
854;E17;E22;D01;222
854;E17;E22;D01;1
854;E17;E22;E02;1
854;E18;E22;;2
854;E18;E22;;5
854;E18;E22;;6
854;E17;E22;D01;33
854;E18;E22;;2
854;D01;E22;;1
854;D02;D02;;143
854;D02;D02;;35
854;D02;E22;;2
854;D04;D02;;3
854;D04;E22;;183
854;D05;D02;;1
854;D05;E22;;3
854;D06;D02;;10
854;D06;E22;;225
854;D06;E23;;1
854;D07;D02;;13
854;D07;E22;;229
854;D07;E23;;1
854;D08;E22;;1
854;D09;D02;;1
854;D09;E22;;2
854;D10;E22;;4
854;D11;E22;;4
854;D12;D02;;10
854;D14;D02;;37
854;D14;E22;;582
854;D14;E23;;2
854;D15;D02;;1
854;D15;E22;;183
854;D99;D02;;26
854;D99;E22;;57
854;E17;D02;D01;155
854;E17;D02;E01;1
854;E17;D02;E01;205
854;E17;D02;E01;93
854;E17;D02;E02;13
854;E17;D03;D01;17
854;E17;E23;D01;38
854;E18;D02;;5
854;E18;D02;;4
854;E18;D02;;2
854;E18;D02;;1
854;E20;D02;;1
860;E17;E22;D01;48
860;E17;E22;E02;5
860;E17;E22;E02;1
860;E17;E22;D01;5
860;E17;E22;E01;1
860;E17;E22;D01;5
860;E17;E22;E02;1
860;E17;E22;D01;293
860;E17;E22;E01;2
860;E17;E22;E01;2
860;E17;E22;E02;51
860;E17;E22;D01;67
860;E17;E22;E02;19
860;E17;E22;E02;1
860;E17;E22;E02;1
860;E17;D03;D01;20
860;E17;E22;D01;20349
860;E17;E22;D01;3
860;E17;E22;D01;1
860;E17;E22;E01;19
860;E17;E22;E01;184
860;E17;E22;E01;3
860;E17;E22;E02;87
860;E17;E22;E02;11
860;E17;E22;E02;26
860;E17;E22;E02;2
860;E17;E22;E02;5
860;E17;E23;D01;5
860;E17;E23;E01;6
860;E17;E22;D01;897
860;E17;E22;E01;2
860;E17;E22;E01;7
860;E17;E22;E02;19
860;E17;E22;E02;1
860;E17;E22;D01;3
860;E17;E22;D01;27
860;E17;D03;D01;1
860;E17;E22;D01;703
860;E17;E22;E01;1
860;E17;E22;E01;1
860;E17;E22;E02;18
860;E17;E22;E02;2
860;E17;E22;E01;1
860;E17;E22;D01;26
860;E17;E22;D01;6
860;E17;D03;D01;1
860;E17;E22;D01;136
860;E17;E22;E01;1
860;E17;E22;E02;2
860;E18;E22;;1
860;E17;E22;D01;38
860;E17;E22;E01;1
860;E17;E22;E02;10
860;E17;E22;D01;1
860;E17;D03;D01;1
860;E17;E22;D01;473
860;E17;E22;D01;1
860;E17;E22;E01;6
860;E17;E22;E02;1
860;E17;E22;E02;3
860;E17;E23;D01;1
860;E17;E23;E01;1
860;E17;D03;D01;1
860;E17;E22;D01;156
860;E17;E22;E01;1
860;E17;E22;E01;1
860;E17;E22;E02;1
860;E17;E23;D01;1
860;E17;E22;D01;314
860;E17;E22;D01;1
860;E17;E22;E01;1
860;E17;E22;E01;3
860;E17;E22;E02;1
860;E17;E22;E02;4
860;E18;D03;;2
860;E18;E22;;1
860;E18;E22;;1
860;E18;E22;;28
860;E18;E22;;8
860;E18;E23;;1
860;E17;E22;D01;34
860;E17;E22;E02;2
860;E18;E22;;2
860;E18;E22;;1
860;E17;E22;D01;99
860;E17;E22;E01;2
860;E17;E22;D01;1
860;E17;E22;D01;230
860;E17;E22;D01;60
860;E17;E22;E01;2
860;E17;D03;D01;1
860;E17;E22;D01;2
860;E17;E22;D01;407
860;E17;E22;E01;2
860;E17;E22;E02;3
860;E17;E22;D01;16
860;E17;E22;D01;2
860;E17;E22;E01;1
860;E17;E22;D01;27
860;E17;E22;E01;1
860;E17;E22;E02;11
860;E17;E22;E02;1
860;E17;E22;E02;2
860;E17;E22;D01;372
860;E17;E22;E02;10
860;E17;E22;E02;3
860;E17;E22;D01;16
860;E17;E22;D01;3
860;E18;E22;;1
860;E17;E22;D01;31
860;E17;E22;D01;301
860;E17;E22;E01;2
860;E17;E22;E02;3
860;E17;E23;D01;1
860;E17;E22;D01;151
860;E17;E22;E02;1
860;E17;E22;D01;1
860;E17;E22;D01;321
860;E17;E22;E01;1
860;E17;E22;E01;1
860;E18;E22;;1
860;E18;E22;;14
860;E18;E22;;17
860;E17;E22;D01;46
860;E17;E22;E01;1
860;D02;D02;;100
860;D02;D02;;2
860;D02;D02;;13
860;D04;D02;;3
860;D04;D02;;1
860;D04;D02;;3
860;D04;E22;;218
860;D05;D02;;2
860;D05;E22;;11
860;D06;D02;;7
860;D06;E22;;301
860;D07;D02;;5
860;D07;E22;;304
860;D08;E22;;5
860;D09;E22;;5
860;D14;D02;;38
860;D14;E22;;533
860;D14;E23;;1
860;D99;D02;;31
860;D99;E22;;47
860;E17;D02;D01;8
860;E17;D02;E01;5
860;E17;D02;E01;116
860;E17;D02;E01;1
860;E17;D02;E01;1043
860;E17;D02;E01;2
860;E17;D02;E01;4
860;E17;D02;E02;37
860;E17;D02;E02;4
860;E17;D02;E02;1
860;E17;D03;D01;77
860;E17;D03;E01;6
860;E17;D03;E01;3
860;E17;E23;D01;22
860;E17;E23;E01;7
860;E17;E23;E01;4
860;E18;D02;;5
860;E18;D02;;8
860;E18;D02;;1
860;E18;D03;;218
911;E17;E22;D01;47
911;E17;E22;D01;1
911;E17;D03;D01;1
911;E17;E22;D01;24608
911;E17;E22;D01;8
911;E17;E22;D01;789
911;E17;E22;E01;12
911;E17;E22;E01;1
911;E17;E22;E01;41
911;E17;E22;E01;76
911;E17;E22;E01;1
911;E17;E22;E01;111
911;E17;E22;E01;2
911;E17;E22;E01;53
911;E17;E22;E01;10
911;E17;E22;E01;1
911;E17;E22;E02;184
911;E17;E22;E02;4
911;E17;E22;E02;33
911;E17;E22;E02;3
911;E17;E23;D01;6
911;E17;E23;E01;2
911;E17;E22;D01;9
911;E17;E22;E02;3
911;E17;E22;D01;287
911;E17;E22;E01;21
911;E17;E22;E01;3
911;E17;E22;E01;2
911;E17;E22;E01;3
911;E17;E22;E01;1
911;E17;E22;E02;80
911;E17;E22;E02;1
911;E17;E23;E02;3
911;E18;E22;;15
911;E18;E23;;1
911;E18;E22;;4
911;E18;E22;;2
911;E17;D03;D01;1
911;E17;E22;D01;34
911;E17;E22;E02;19
911;E17;E22;E02;2
911;E18;E22;;16
911;E18;E23;;1
911;E17;E22;D01;106
911;E17;E22;D01;1
911;E17;E22;E01;1
911;E17;E22;E02;1
911;E17;E22;D01;14
911;E17;E22;E01;1
911;E17;E22;D01;117
911;E17;E22;D01;2
911;E17;E22;E01;1
911;E17;E22;E02;8
911;E17;E22;D01;2
911;E17;E22;D01;41
911;E17;E22;E02;19
911;E17;D03;E02;1
911;E17;E22;E02;8
911;E18;D03;;1
911;E18;E22;;10
911;E17;E22;D01;50
911;E17;E22;E02;8
911;E17;E22;E02;1
911;E17;D03;E02;1
911;E17;E22;D01;3
911;E17;E22;D01;381
911;E17;E22;D01;2
911;E17;E22;E01;1
911;E17;E22;E02;5
911;E17;D03;D01;1
911;E17;E22;D01;68
911;E17;E22;D01;1
911;E17;E22;D01;1
911;E17;E22;E01;1
911;E17;E22;E02;1
911;E17;E22;D01;266
911;E17;E22;D01;1
911;E17;E22;D01;16
911;E17;E22;E01;2
911;E17;E22;E01;2
911;E18;D03;;3
911;E18;D03;;2
911;E18;E22;;1
911;E18;E22;;1
911;E18;E22;;30
911;E18;E22;;2
911;E18;E22;;1
911;E18;E22;;1
911;E18;E22;;5
911;E18;E22;;3
911;E18;E22;;1
911;E18;E23;;1
911;E17;E22;D01;22
911;E17;E22;D01;1
911;E18;E22;;1
911;E17;E22;D01;43
911;E17;E22;D01;130
911;E17;E22;D01;1
911;E17;E22;E01;1
911;E17;E22;D01;14
911;E17;E22;D01;1
911;E17;E22;E02;2
911;E17;D03;D01;1
911;E17;E22;D01;156
911;E17;E22;D01;1
911;E17;E22;E01;1
911;E17;E22;E01;1
911;E17;E22;D01;8
911;E17;E22;D01;8
911;E17;E22;D01;107
911;E17;E22;E01;2
911;E17;E22;E01;1
911;E17;E22;E02;13
911;E17;E22;E02;1
911;E17;E22;E02;1
911;E17;E22;D01;2
911;E17;E22;D01;6
911;E17;E22;E02;1
911;E18;E22;;1
911;E17;E22;D01;25
911;E17;E22;D01;1
911;E17;E22;D01;235
911;E17;E22;D01;4
911;E17;E22;D01;89
911;E18;E22;;828
911;E17;E22;D01;178
911;E17;E22;D01;6
911;E17;E22;E01;1
911;E17;E22;E01;1
911;E17;E22;E01;2
911;E18;D03;;1
911;E18;E22;;7
911;E18;E22;;5
911;E18;E22;;73
911;E18;E22;;29
911;E18;E22;;1
911;E18;E22;;1
911;E18;E22;;1
911;E18;E23;;1
911;E17;E22;D01;27
911;E17;E22;D01;2
911;E17;E22;E01;1
911;D01;D02;;1
911;D01;D02;;2
911;D01;E22;;1
911;D01;E23;;1
911;D02;D02;;128
911;D02;D02;;30
911;D02;E22;;36
911;D02;E22;;76
911;D02;E23;;1
911;D02;E23;;3
911;D04;D02;;7
911;D04;D02;;8
911;D04;E22;;944
911;D05;D02;;6
911;D05;E22;;25
911;D06;D02;;26
911;D06;D03;;1
911;D06;E22;;1109
911;D07;D02;;15
911;D07;D03;;1
911;D07;E22;;1110
911;D08;D02;;6
911;D08;E22;;9
911;D09;D02;;5
911;D09;E22;;18
911;D12;D02;;4
911;D12;E22;;3
911;D14;D02;;303
911;D14;E22;;4022
911;D14;E23;;24
911;D15;E22;;828
911;D99;D02;;966
911;D99;E22;;30
911;E17;D02;D01;20
911;E17;D02;E01;21
911;E17;D02;E01;3
911;E17;D02;E01;49
911;E17;D02;E01;1
911;E17;D02;E01;1377
911;E17;D02;E01;7
911;E17;D02;E02;38
911;E17;D02;E02;2
911;E17;D03;D01;9
911;E17;D03;E01;1
911;E17;D03;E01;23
911;E17;D03;E02;11
911;E17;D03;E02;1
911;E17;E23;D01;28
911;E17;E23;E01;1
911;E17;E23;E01;5
911;E17;E23;E02;1
911;E18;D02;;23
911;E18;D02;;2
911;E18;D02;;13
911;E18;D02;;1
911;E18;D02;;2
911;E18;D02;;12
911;E18;D03;;1
911;E18;D03;;116
911;E20;E22;;2
920;E17;D02;E02;2
920;E17;D03;D01;1
920;E17;D03;E01;1
920;E17;D03;E01;1
920;E17;E22;D01;3
920;E17;E22;D01;1
920;E17;E22;E01;4
920;E17;E22;E02;2
920;E17;D03;D01;3
920;E17;D03;E01;1
920;E17;D03;E02;1
920;E17;E22;D01;2
920;E17;E22;E01;4
920;D01;D02;;2
920;D02;D02;;1
920;D03;E22;;1
920;D04;D02;;1
920;D04;D02;;2
920;D04;E22;;1
920;D05;D02;;3
920;D05;D02;;1
920;D06;D02;;1
920;D06;D02;;1
920;D06;E22;;1
920;D07;D02;;3
920;D07;E22;;1
920;D08;D02;;2
920;D09;D02;;2
920;D10;D02;;1
920;D11;D02;;1
920;D12;D02;;2
920;D13;D02;;1
920;D14;D02;;8
920;D15;D02;;3
920;D15;E22;;1
920;D99;D02;;8
920;E17;D02;D01;5
920;E17;D02;E01;2
920;E17;D02;E01;2
920;E17;D02;E01;1
920;E17;D02;E01;2
920;E17;D02;E01;37
920;E17;D02;E01;3
920;E17;D02;E01;3
920;E17;D02;E02;8
920;E17;D02;E02;1
920;E17;D02;E02;2
920;E17;D02;E02;2
920;E18;D02;;3
920;E18;D02;;1
920;E18;D02;;1
920;E18;D02;;1
920;E18;D02;;2
920;E18;D02;;1
920;E18;D02;;1
920;E18;D03;;1
920;E18;D03;;1
920;E20;D02;;1
920;E20;D02;;1
950;E17;E22;D01;1
950;E17;E22;E01;1
950;D99;D02;;1
950;E20;E22;;2
951;E17;E22;D01;1
951;E17;E22;E01;1
952;E17;E22;D01;1
952;E17;E22;E01;1
953;E17;E22;D01;1
953;E17;E22;E01;1
960;E17;E22;D01;1
960;E17;E22;E01;1
961;E17;E22;E01;1
962;E17;E22;D01;1
962;E17;E22;E01;1
990;E17;E22;E01;1
991;E17;E22;E01;1
991;E20;E22;;6
992;E17;E22;E01;1
992;E20;E22;;2
992;E20;E22;;2
993;E17;D02;E01;1
993;E20;E22;;8
233;E17;D03;D01;2
233;E17;E22;D01;384
233;E17;E22;D01;1
233;E17;E22;D01;12
233;E17;E22;D01;7
233;E17;E22;E02;17
233;E17;E22;E02;1
233;E17;E22;E02;1
233;E17;E22;E02;1
233;E17;E22;D01;18
233;E17;E22;D01;1
233;E17;E22;D01;2
233;E17;E22;E02;1
233;E17;E22;D01;70
233;E17;E22;D01;1
233;E17;E22;E02;52
233;E17;E22;E02;1
233;E17;E22;E02;4
233;E17;D03;D01;8
233;E17;E22;D01;1580
233;E17;E22;D01;7
233;E17;E22;D01;75
233;E17;E22;D01;1
233;E17;E22;D01;1
233;E17;E22;E02;197
233;E17;E22;E02;2
233;E17;E22;E02;12
233;E17;E22;E02;2
233;E18;E22;;3
233;E18;E22;;2
233;E18;E22;;21
233;E17;D03;D01;3
233;E17;E22;D01;1894
233;E17;E22;D01;3
233;E17;E22;D01;8
233;E17;E22;D01;12
233;E17;E22;E02;168
233;E17;E22;E02;14
233;E17;E22;E02;13
233;E17;E22;E02;3
233;E17;E22;D01;10
233;E17;E22;E02;1
233;E17;E22;D01;2750
233;E17;E22;D01;1
233;E17;E22;D01;10
233;E17;E22;D01;29
233;E17;E22;D01;3
233;E17;E22;E02;34
233;E17;E22;E02;2
233;E17;E22;E02;4
233;E17;E22;E02;1
233;E17;E22;D01;11
233;E17;D02;E01;18
233;E17;D03;D01;158
233;E17;E22;D01;68573
233;E17;E22;D01;30
233;E17;E22;D01;631
233;E17;E22;D01;2533
233;E17;E22;D01;47
233;E17;E22;E02;244
233;E17;E22;E02;1
233;E17;E22;E02;13
233;E17;E22;E02;5
233;E17;E23;D01;5
233;E17;D03;D01;45
233;E17;E22;D01;5369
233;E17;E22;D01;4
233;E17;E22;D01;75
233;E17;E22;D01;77
233;E17;E22;D01;9
233;E17;E22;E02;87
233;E17;E22;E02;1
233;E17;E22;E02;2
233;E17;E22;D01;10
233;E17;D03;D01;10
233;E17;E22;D01;148
233;E17;E22;D01;2
233;E17;E22;D01;1
233;E17;E22;D01;3
233;E17;D02;E01;1
233;E17;D03;D01;1
233;E17;E22;D01;51
233;E17;E22;D01;1
233;E17;E22;E02;9
233;E17;E22;D01;311
233;E17;E22;D01;1
233;E17;E22;D01;5
233;E17;E22;D01;12
233;E17;E22;E02;10
233;E17;E22;D01;1
233;E17;E22;E02;1
233;E18;E22;;6
233;E18;E22;;1
233;E17;D03;D01;5
233;E17;E22;D01;202
233;E17;E22;D01;4
233;E17;E22;D01;1
233;E17;E22;E02;39
233;E17;E22;E02;1
233;E17;E22;D01;14
233;E17;E22;E02;1
233;E17;D03;D01;29
233;E17;E22;D01;2214
233;E17;E22;D01;2
233;E17;E22;D01;32
233;E17;E22;D01;37
233;E17;E22;D01;1
233;E17;E22;E02;7
233;E17;D03;D01;4
233;E17;E22;D01;4400
233;E17;E22;D01;70
233;E17;E22;D01;70
233;E17;E22;D01;1
233;E17;E22;E02;17
233;E17;E22;D01;4040
233;E17;E22;D01;10
233;E17;E22;D01;76
233;E17;E22;D01;189
233;E17;E22;D01;7
233;E17;E22;E02;32
233;E17;E22;E02;1
233;E18;E22;;29
233;E18;E22;;641
233;E18;E22;;89
233;E17;E22;D01;405
233;E17;E22;D01;1
233;E17;E22;D01;11
233;E17;E22;D01;3
233;E18;E22;;3
233;E18;E22;;13
233;E18;E22;;1
233;E17;E22;D01;371
233;E17;E22;D01;2
233;E17;E22;D01;8
233;E17;E22;D01;1
233;E17;E22;D01;8
233;E17;E22;D01;616
233;E17;E22;D01;3
233;E17;E22;D01;5
233;E17;E22;D01;10
233;E17;E22;D01;408
233;E17;E22;D01;2
233;E17;E22;D01;2
233;E17;E22;D01;16
233;E17;E22;D01;1
233;E17;E22;D01;1
233;E17;E22;D01;1
233;E17;E22;E02;3
233;E17;D03;D01;1
233;E17;E22;D01;870
233;E17;E22;D01;10
233;E17;E22;D01;11
233;E17;E22;D01;1
233;E17;E22;D01;79
233;E17;E22;D01;3
233;E17;E22;E02;3
233;E17;E22;D01;3
233;E17;E22;D01;1
233;E17;E22;D01;5
233;E17;D03;D01;1
233;E17;E22;D01;169
233;E17;E22;D01;8
233;E17;E22;D01;5
233;E17;E22;E02;17
233;E17;E22;E02;1
233;E18;E22;;2
233;E18;E22;;9
233;E17;D03;D01;1
233;E17;E22;D01;3991
233;E17;E22;D01;45
233;E17;E22;D01;123
233;E17;E22;D01;2
233;E17;E22;E02;84
233;E17;E22;E02;1
233;E17;E23;D01;2
233;E17;E22;D01;187
233;E17;E22;D01;6
233;E17;E22;D01;4
233;E17;E22;D01;11
233;E17;E22;D01;9
233;E17;E22;E02;1
233;E18;E22;;1
233;E17;E22;D01;172
233;E17;E22;D01;1
233;E17;E22;D01;3
233;E17;E22;D01;9
233;E17;E22;D01;1
233;E17;E22;D01;3
233;E17;E22;D01;1
233;E17;E22;D01;3
233;E17;E22;D01;1971
233;E17;E22;D01;4
233;E17;E22;D01;19
233;E17;E22;D01;52
233;E17;E22;D01;1
233;E17;E22;E02;6
233;E17;D03;D01;1
233;E17;E22;D01;674
233;E17;E22;D01;5
233;E17;E22;D01;7
233;E17;E22;D01;1
233;E17;E22;E02;9
233;E18;E22;;3250
233;E17;E22;D01;2
233;E17;E22;D01;1023
233;E17;E22;D01;1
233;E17;E22;D01;3
233;E17;E22;D01;34
233;E17;E22;D01;1
233;E18;E22;;16
233;E18;E22;;8
233;E18;E22;;37
233;E18;E22;;510
233;E17;E22;D01;211
233;E17;E22;D01;6
233;D01;E22;;1
233;D02;D02;;192
233;D02;D02;;36
233;D02;D02;;95
233;D02;E22;;28
233;D04;D02;;5
233;D04;D02;;26
233;D04;E22;;3250
233;D05;D02;;3
233;D05;E22;;54
233;D06;D02;;1
233;D06;D02;;45
233;D06;E22;;2
233;D06;E22;;4601
233;D07;D02;;35
233;D07;E22;;2
233;D07;E22;;4622
233;D08;D02;;10
233;D08;E22;;18
233;D09;D02;;1
233;D09;E22;;37
233;D09;E22;;2
233;D10;D02;;38
233;D10;E22;;3
233;D11;D02;;38
233;D11;E22;;3
233;D12;D02;;25
233;D14;D02;;265
233;D14;E22;;5040
233;D15;D02;;5
233;D15;E22;;3250
233;D99;D02;;2136
233;D99;D02;;54
233;D99;E22;;1
233;E17;D02;D01;625
233;E17;D02;D01;1
233;E17;D02;E01;114
233;E17;D02;E01;1
233;E17;D02;E01;348
233;E17;D02;E01;2192
233;E17;D02;E01;1
233;E17;D02;E02;74
233;E17;D03;D01;926
233;E17;E23;D01;90
233;E17;E23;D01;1
233;E18;D02;;1
233;E18;D02;;18
233;E18;D02;;1
233;E18;D02;;2
233;E18;D02;;27
233;E18;D02;;2
233;E18;D02;;8
233;E18;D02;;6
233;E20;D02;;38
233;E20;E22;;34
016;E17;E22;D01;1
016;E17;E22;D01;1
016;E17;E22;D01;8
016;E17;E22;E01;11
016;E18;E22;;1
016;E17;E22;D01;9
016;E17;E22;E01;2
016;E17;E22;D01;9
016;E17;E22;E01;1
016;E17;E22;D01;509
016;E17;E22;D01;39
016;E17;E22;E01;76
016;E17;E22;E01;1
016;E17;E22;E01;2
016;E17;E22;E02;4
016;E17;E22;E02;2
016;E17;E23;D01;1
016;E17;E23;E01;1
016;E17;E22;D01;5
016;E17;E22;E01;1
016;E17;E22;E01;1
016;E17;E23;D01;2
016;E17;E22;D01;9
016;E17;E22;D01;2
016;E17;E22;D01;21
016;E17;E22;E01;4
016;E17;E22;D01;11
016;E17;E22;E01;3
016;E17;E22;D01;10
016;E17;E22;D01;1
016;E17;E22;E01;1
016;E17;E22;E02;1
016;E18;E22;;1
016;E17;E22;D01;5
016;E17;E22;D01;1
016;E17;E22;E01;1
016;E17;E22;D01;6
016;E17;E22;E01;1
016;E17;E22;D01;1
016;E17;E22;E01;2
016;E17;E22;E01;6
016;E17;E22;D01;14
016;E17;E22;E01;1
016;E17;E23;D01;1
016;E17;E22;D01;1
016;E17;E22;D01;6
016;E17;E22;D01;12
016;E17;E22;E01;2
016;E17;E22;E02;1
016;E17;E22;D01;1
016;E17;E22;D01;3
016;E17;E22;E01;1
016;E18;E22;;1
016;E17;E22;D01;1
016;E17;E22;D01;17
016;E17;E22;E01;1
016;E17;E22;E02;1
016;E17;E22;D01;9
016;E17;E22;E01;2
016;E17;E23;D01;1
016;E18;E22;;42
016;E17;E22;D01;8
016;E17;E22;D01;1
016;E17;E22;E01;2
016;E18;E22;;2
016;E18;E22;;1
016;E17;E22;D01;5
016;D04;E22;;42
016;D05;E22;;1
016;D06;E22;;1
016;D06;E22;;45
016;D07;E22;;46
016;D09;E22;;1
016;D14;E22;;25
016;D15;E22;;42
016;E17;D02;E01;1
016;E17;D03;E01;1
016;E20;E22;;10
954;E17;E22;D01;1
954;E20;D02;;2
963;E17;E22;D01;1
963;E20;E22;;2
994;E20;E22;;2
