GridArea;Type_Of_MP;Physical_Status;Settlement_Method;Count
740;E17;D03;D01;9
740;E17;E22;D01;2892
740;E17;E22;D01;11
740;E17;E22;E02;283
740;E17;E22;E02;9
740;E17;E22;E02;38
740;E17;E22;E02;1
740;E17;E23;D01;7
740;E18;E22;;1
740;E17;D03;D01;8
740;E17;E22;D01;1160
740;E17;E22;D01;18
740;E17;E22;E02;16
740;E17;E22;E02;3
740;E17;E22;E02;3
740;E17;D03;D01;199
740;E17;D03;E02;1
740;E17;E22;D01;280284
740;E17;E22;D01;9134
740;E17;E22;E02;1574
740;E17;E22;E02;666
740;E17;E22;E02;1215
740;E17;E22;E02;23
740;E17;E23;D01;95
740;E17;E23;E02;1
740;E17;E22;D01;56
740;E17;E22;D01;1
740;E17;E22;E02;2
740;E17;E22;E02;1
740;E17;E22;D01;798
740;E17;E22;D01;9
740;E17;E22;E02;28
740;E17;E22;E02;2
740;E17;E22;E02;10
740;E17;D03;D01;9
740;E17;E22;D01;10244
740;E17;E22;D01;165
740;E17;E22;E02;224
740;E17;E22;E02;23
740;E17;E22;E02;35
740;E17;E23;D01;4
740;E17;E23;E02;1
740;E17;E22;D01;1
740;E17;E22;D01;20
740;E17;E22;D01;17
740;E17;E22;D01;1
740;E17;D03;D01;1
740;E17;E22;D01;238
740;E17;E22;D01;3
740;E17;E22;E02;2
740;E17;E23;E02;1
740;E17;E22;D01;87
740;E17;E22;E02;15
740;E17;E22;E02;2
740;E17;D03;D01;3
740;E17;E22;D01;1960
740;E17;E22;D01;57
740;E17;E22;E02;38
740;E17;E22;E02;7
740;E17;E22;E02;10
740;E17;E23;D01;1
740;E17;E22;D01;7
740;E17;E22;E02;2
740;E18;E22;;7
740;E17;E22;D01;3
740;E17;E22;E02;5
740;E18;E22;;4
740;E18;E22;;1
740;E17;D03;D01;21
740;E17;E22;D01;1130
740;E17;E22;D01;7
740;E17;E22;E02;117
740;E17;E22;E02;2
740;E17;E22;E02;36
740;E17;E23;D01;2
740;E17;E22;D01;20
740;E17;E22;E02;7
740;E17;D03;D01;23
740;E17;E22;D01;8920
740;E17;E22;D01;145
740;E17;E22;E02;74
740;E17;E22;E02;15
740;E17;E22;E02;146
740;E17;E22;E02;1
740;E17;E23;D01;5
740;E17;D03;D01;5
740;E17;E22;D01;3840
740;E17;E22;D01;65
740;E17;E22;E02;6
740;E17;E22;E02;4
740;E17;E22;E02;17
740;E17;E22;E02;1
740;E17;E23;D01;20
740;E18;E22;;1
740;E17;D03;D01;2
740;E17;E22;D01;8721
740;E17;E22;D01;691
740;E17;E22;E02;20
740;E17;E22;E02;113
740;E17;E22;E02;168
740;E17;E23;D01;1
740;E18;D03;;14
740;E18;D03;;2
740;E18;D03;;19
740;E18;D03;;2
740;E18;E22;;24
740;E18;E22;;173
740;E18;E22;;1180
740;E18;E22;;32
740;E17;E22;D01;838
740;E17;E22;D01;10
740;E17;E22;E02;10
740;E17;E22;E02;18
740;E18;D03;;2
740;E18;E22;;1
740;E18;E22;;22
740;E18;E22;;39
740;E17;E22;D01;1593
740;E17;E22;D01;25
740;E17;E22;E02;1
740;E17;E22;E02;2
740;E17;E22;D01;9
740;E17;E22;E02;1
740;E17;E22;D01;3034
740;E17;E22;D01;29
740;E17;E22;E02;2
740;E17;E22;E02;8
740;E17;E22;E02;1
740;E17;E23;D01;2
740;E18;E22;;24
740;E17;E22;D01;682
740;E17;E22;D01;4
740;E17;E22;E02;1
740;E17;E22;E02;3
740;E17;E22;D01;10
740;E17;E22;D01;9
740;E17;E22;E02;10
740;E17;E22;E02;1
740;E17;E22;E02;1
740;E17;D03;D01;3
740;E17;E22;D01;15232
740;E17;E22;D01;148
740;E17;E22;E02;3
740;E17;E22;E02;44
740;E17;E22;E02;70
740;E17;E22;E02;2
740;E17;E23;D01;2
740;E18;E22;;10
740;E17;E22;D01;377
740;E17;E22;D01;8
740;E17;E22;E02;5
740;E17;E22;E02;3
740;E17;E23;D01;1
740;E17;E22;D01;84
740;E17;E22;E02;2
740;E17;D03;D01;2
740;E17;E22;D01;1835
740;E17;E22;D01;22
740;E17;E22;E02;130
740;E17;E22;E02;7
740;E17;E22;E02;34
740;E18;E22;;6
740;E18;E22;;25
740;E17;D03;D01;3
740;E17;E22;D01;15971
740;E17;E22;D01;309
740;E17;E22;E02;215
740;E17;E22;E02;32
740;E17;E22;E02;71
740;E17;E23;D01;5
740;E17;D03;D01;2
740;E17;E22;D01;1447
740;E17;E22;D01;24
740;E17;E22;E02;4
740;E17;E22;E02;2
740;E17;E23;D01;1
740;E17;E22;D01;6
740;E17;E22;E02;1
740;E17;E22;D01;48
740;E17;E22;E02;10
740;E18;E22;;1
740;E17;E22;D01;493
740;E17;E22;D01;14
740;E17;E22;E02;1
740;E17;E22;E02;2
740;E17;E22;D01;24
740;E17;E22;D01;4
740;E17;E22;E02;1
740;E17;E22;D01;6578
740;E17;E22;D01;147
740;E17;E22;E02;23
740;E17;E22;E02;11
740;E17;E22;E02;35
740;E17;E22;E02;3
740;E17;E23;D01;7
740;E17;E22;D01;2574
740;E17;E22;D01;20
740;E17;E22;E02;3
740;E17;E22;E02;9
740;E17;E23;D01;2
740;E17;D03;D01;1
740;E17;E22;D01;19
740;E17;E22;E02;30
740;E17;E22;E02;1
740;E18;E22;;11331
740;E17;D03;D01;1
740;E17;E22;D01;24
740;E17;E22;D01;4496
740;E17;E22;D01;178
740;E17;E22;E02;3
740;E17;E22;E02;18
740;E17;E22;E02;38
740;E18;E22;;259
740;E18;E22;;1
740;E18;E22;;777
740;E18;E22;;735
740;E17;E22;D01;623
740;E17;E22;D01;16
740;E17;E22;E02;2
740;E17;E22;E02;4
740;E17;E23;D01;1
740;E17;E22;D01;2
740;D01;D02;;4
740;D01;E22;;3
740;D02;D02;;4314
740;D02;D02;;577
740;D02;D03;;5
740;D02;E22;;35
740;D02;E22;;6
740;D04;D02;;26
740;D04;D02;;78
740;D04;E22;;11331
740;D05;D02;;34
740;D05;E22;;145
740;D06;D02;;98
740;D06;E22;;14387
740;D07;D02;;76
740;D07;E22;;14404
740;D08;D02;;59
740;D08;D03;;1
740;D08;E22;;42
740;D09;D02;;14
740;D09;E22;;110
740;D10;D02;;713
740;D10;E22;;4
740;D11;D02;;718
740;D11;E22;;4
740;D12;D02;;1235
740;D12;E22;;1
740;D14;D02;;5423
740;D14;E22;;53321
740;D15;D02;;27
740;D15;E22;;11331
740;D99;D02;;1061
740;E17;D02;D01;3225
740;E17;D02;D01;3
740;E17;D02;E01;2273
740;E17;D02;E01;2
740;E17;D02;E01;4409
740;E17;D02;E01;1
740;E17;D02;E01;2532
740;E17;D02;E02;220
740;E17;D02;E02;5
740;E17;D02;E02;5
740;E17;D02;E02;2
740;E17;D02;E02;1
740;E17;D03;D01;469
740;E17;D03;E02;1
740;E17;E23;D01;1051
740;E17;E23;D01;2
740;E17;E23;E02;2
740;E18;D02;;387
740;E18;D02;;2
740;E18;D02;;18
740;E18;D02;;8
740;E18;D02;;33
740;E18;D02;;1
740;E18;D02;;16
740;E18;D02;;19
740;E18;D03;;2
740;E18;D03;;1
740;E20;D02;;17
740;E20;E22;;145
755;E17;E22;D01;2
755;E17;E22;D01;1
755;E17;E22;E01;75
755;E17;E22;E01;1
755;E17;E22;E01;2
755;E17;E22;E01;2
755;E17;E22;E02;9
755;E17;E22;E01;6
755;E17;E22;E01;12
755;E17;E22;E02;2
755;E17;D03;E01;2
755;E17;E22;D01;2
755;E17;E22;E01;247
755;E17;E22;E01;2
755;E17;E22;E02;59
755;E17;D03;E01;28
755;E17;E22;E01;280
755;E17;E22;E01;1
755;E17;E22;E01;66
755;E17;E22;E02;39
755;E17;E22;D01;1
755;E17;E22;E01;1
755;E17;D03;E01;3
755;E17;E22;D01;6
755;E17;E22;E01;451
755;E17;E22;E01;21
755;E17;E22;E02;106
755;E17;E22;E02;4
755;E17;E22;E01;5
755;E17;E22;D01;1
755;E17;E22;E01;39
755;E17;E22;E01;2
755;E17;E22;E02;4
755;E17;D03;E01;101
755;E17;E22;D01;3
755;E17;E22;D01;2
755;E17;E22;E01;343
755;E17;E22;E01;12
755;E17;E22;E02;7
755;E17;D03;E01;94
755;E17;E22;D01;1
755;E17;E22;D01;27
755;E17;E22;D01;146
755;E17;E22;E01;9498
755;E17;E22;E01;1
755;E17;E22;E01;269
755;E17;E22;E02;45
755;E17;E22;E02;3
755;E17;E22;E02;2
755;E17;E23;E01;9
755;E17;E22;D01;1
755;E17;E22;E01;106
755;E17;E22;E02;47
755;E17;E22;E02;1
755;E17;D03;E01;1
755;E17;E22;E01;28
755;E17;E22;E01;3
755;E18;E22;;1
755;E17;E22;E01;45
755;E17;E22;E02;19
755;E17;E22;E02;1
755;E17;E22;D01;1
755;E17;E22;D01;1
755;E17;E22;D01;5
755;E17;E22;E01;339
755;E17;E22;E01;11
755;E17;E22;E02;7
755;E17;E23;E01;1
755;E17;E22;D01;3
755;E17;E22;E01;108
755;E17;E22;E01;3
755;E17;E22;D01;4
755;E17;E22;D01;13
755;E17;E22;E01;387
755;E17;E22;E01;10
755;E17;E22;E02;1
755;E17;E22;E02;1
755;E17;E23;E01;2
755;E18;D03;;1
755;E18;D03;;3
755;E18;D03;;1
755;E18;E22;;1
755;E18;E22;;12
755;E18;E22;;4
755;E17;E22;D01;2
755;E17;E22;E01;36
755;E17;E22;E01;5
755;E17;E22;E02;1
755;E18;D03;;2
755;E18;E22;;1
755;E17;E22;E01;52
755;E17;D03;E01;1
755;E17;E22;E01;116
755;E17;E22;E01;2
755;E17;E23;E01;1
755;E17;E22;E01;77
755;E17;E22;E01;1
755;E17;E22;E01;1
755;E17;D03;E01;2
755;E17;E22;D01;4
755;E17;E22;E01;1123
755;E17;E22;E01;154
755;E17;E23;E01;7
755;E17;E22;E01;18
755;E17;E22;D01;1
755;E17;E22;E01;7
755;E17;E22;D01;1
755;E17;E22;E01;18
755;E17;E22;E02;8
755;E17;E22;E02;1
755;E18;E22;;1
755;E17;E22;D01;3
755;E17;E22;E01;314
755;E17;E22;E01;4
755;E17;E22;E02;3
755;E17;E23;E01;1
755;E17;E22;E01;10
755;E17;E22;E02;1
755;E17;E22;E02;2
755;E18;E22;;1
755;E17;E22;D01;2
755;E17;E22;D01;1
755;E17;E22;E01;20
755;E17;E22;E01;4
755;E17;E22;D01;1
755;E17;E22;E01;262
755;E17;E22;E01;3
755;E17;E22;E02;3
755;E17;E22;D01;1
755;E17;E22;E01;118
755;E17;E22;E01;1
755;E17;E22;E02;1
755;E18;E22;;191
755;E17;E22;D01;1
755;E17;E22;E01;152
755;E17;E22;E01;3
755;E18;E22;;1
755;E18;E22;;3
755;E18;E22;;20
755;E17;E22;E01;25
755;E17;E22;E01;2
755;D02;D02;;432
755;D02;D02;;8
755;D04;D02;;2
755;D04;E22;;191
755;D05;E22;;10
755;D06;D02;;2
755;D06;D02;;1
755;D06;D03;;7
755;D06;E22;;230
755;D06;E22;;11
755;D07;D02;;1
755;D07;D03;;1
755;D07;D03;;1
755;D07;E22;;237
755;D07;E22;;9
755;D08;E22;;6
755;D09;E22;;7
755;D14;D02;;17
755;D14;E22;;236
755;D15;E22;;191
755;D99;D02;;761
755;E17;D02;E01;85
755;E17;D02;E01;3
755;E17;D02;E01;583
755;E17;D02;E01;1
755;E17;D02;E02;14
755;E17;D03;D01;2
755;E17;D03;E01;254
755;E17;E23;E01;10
755;E17;E23;E02;2
755;E18;D02;;3
755;E18;D02;;1
755;E18;D02;;1
755;E18;D03;;6
755;E18;D03;;2
757;E17;E22;D01;40
757;E17;E22;D01;7
757;E17;D03;D01;1
757;E17;E22;D01;180
757;E17;E22;E01;1
757;E17;E22;E02;18
757;E17;E22;D01;155
757;E17;E22;D01;1
757;E17;E22;E01;1
757;E17;E22;E02;20
757;E17;E22;D01;92
757;E17;E22;D01;7
757;E17;E22;E02;16
757;E17;E22;D01;711
757;E17;E22;D01;2
757;E17;E22;D01;5
757;E17;E22;E02;1
757;E17;E22;E02;1
757;E17;E22;D01;23
757;E17;E22;D01;1
757;E17;E22;D01;422
757;E17;E22;D01;1
757;E17;E22;E01;1
757;E17;E22;E02;2
757;E17;E23;D01;1
757;E17;E22;D01;6
757;E17;E22;E02;1
757;E17;D03;D01;1
757;E17;E22;D01;11
757;E17;E22;E02;1
757;E17;E22;D01;47
757;E17;E22;E01;1
757;E17;D03;D01;1
757;E17;E22;D01;14289
757;E17;E22;D01;14
757;E17;E22;D01;96
757;E17;E22;D01;5
757;E17;E22;E01;4
757;E17;E22;E01;2
757;E17;E22;E02;18
757;E17;E22;E02;4
757;E17;E22;E02;3
757;E17;E22;E02;4
757;E17;E23;D01;23
757;E17;D03;D01;1
757;E17;E22;D01;42
757;E17;E22;D01;1
757;E17;E22;E02;8
757;E17;E22;D01;4
757;E17;E22;D01;462
757;E17;E22;D01;1
757;E17;E22;E02;1
757;E17;E22;D01;181
757;E17;E22;D01;1
757;E17;E22;D01;374
757;E17;E22;D01;1
757;E17;E22;D01;6
757;E17;E22;E02;1
757;E18;E22;;26
757;E18;E22;;3
757;E17;E22;D01;31
757;E17;E22;D01;1
757;E17;E22;D01;59
757;E17;E22;D01;158
757;E17;E22;D01;53
757;E17;E22;D01;1
757;E17;E22;D01;539
757;E17;E22;D01;1
757;E17;E22;D01;1
757;E17;E22;E02;1
757;E17;E22;E02;1
757;E17;E23;D01;1
757;E17;E22;D01;21
757;E17;E22;E02;1
757;E17;E22;D01;2
757;E17;E22;D01;3
757;E17;E22;D01;1
757;E17;E22;E02;1
757;E17;E22;E02;1
757;E18;E22;;1
757;E17;E22;D01;298
757;E17;E22;D01;1
757;E17;E22;D01;3
757;E17;E22;E02;6
757;E17;E22;D01;61
757;E17;E22;D01;2
757;E17;E22;D01;4
757;E17;E22;E02;1
757;E18;E22;;1
757;E17;E22;D01;28
757;E17;E22;D01;295
757;E17;E22;D01;2
757;E17;E22;E02;1
757;E17;E22;D01;147
757;E17;E22;D01;2
757;E17;E22;E02;1
757;E18;E22;;123
757;E17;E22;D01;1
757;E17;E22;D01;198
757;E17;E22;D01;1
757;E18;E22;;1
757;E18;E22;;6
757;E18;E22;;5
757;E18;E22;;6
757;E18;E22;;2
757;E17;E22;D01;23
757;E17;E22;D01;1
757;E17;E22;D01;1
757;D01;D02;;1
757;D02;D02;;7
757;D02;D02;;6
757;D04;D02;;1
757;D04;E22;;123
757;D05;D02;;1
757;D05;E22;;4
757;D06;D02;;11
757;D06;E22;;173
757;D07;D02;;2
757;D07;E22;;174
757;D08;D02;;1
757;D08;E22;;1
757;D09;D02;;1
757;D09;E22;;3
757;D12;D02;;11
757;D14;D02;;202
757;D14;E22;;698
757;D14;E23;;3
757;D15;E22;;123
757;D99;D02;;5
757;D99;E22;;17
757;E17;D02;D01;102
757;E17;D02;E01;100
757;E17;D02;E01;62
757;E17;D02;E01;256
757;E17;D02;E02;11
757;E17;D03;D01;32
757;E17;E23;D01;21
757;E17;E23;E01;1
757;E18;D02;;1
757;E18;D02;;11
791;E17;D03;D01;119
791;E17;E22;D01;4761
791;E17;E22;D01;42
791;E17;E22;E01;7
791;E17;E22;E01;4
791;E17;E22;E02;148
791;E17;E22;E02;12
791;E17;E22;E02;45
791;E17;E22;E02;3
791;E17;E22;E02;1
791;E17;E23;D01;1
791;E17;E22;D01;694
791;E17;E22;D01;21
791;E17;E22;E01;1
791;E17;E22;E02;6
791;E17;E22;E02;2
791;E17;E22;E02;4
791;E17;E22;D01;55
791;E17;E22;D01;27
791;E17;E22;E02;1
791;E17;D03;D01;56
791;E17;E22;D01;658
791;E17;E22;D01;1
791;E17;E22;E01;1
791;E17;E22;E02;177
791;E17;E22;E02;4
791;E17;E22;E02;1
791;E17;D03;D01;221
791;E17;D03;E02;3
791;E17;E22;D01;14274
791;E17;E22;D01;39
791;E17;E22;E01;40
791;E17;E22;E01;1459
791;E17;E22;E02;3152
791;E17;E22;E02;80
791;E17;E22;E02;93
791;E17;E22;E02;1
791;E17;E22;E02;4
791;E17;E22;E02;18
791;E17;E23;D01;6
791;E18;E22;;22
791;E18;E22;;2
791;E18;E22;;2
791;E18;E22;;3
791;E17;E22;D01;29
791;E18;E22;;52
791;E18;E22;;6
791;E17;D03;D01;832
791;E17;D03;E02;9
791;E17;D03;E02;1
791;E17;E22;D01;76019
791;E17;E22;D01;197
791;E17;E22;E01;106
791;E17;E22;E01;802
791;E17;E22;E02;4629
791;E17;E22;E02;233
791;E17;E22;E02;449
791;E17;E22;E02;6
791;E17;E22;E02;43
791;E17;E22;E02;53
791;E17;E23;D01;30
791;E17;E23;E01;1
791;E17;E23;E01;1
791;E18;E22;;2
791;E17;E22;D01;125
791;E17;E22;D01;4
791;E17;E22;E02;4
791;E17;D03;D01;607
791;E17;D03;E02;1
791;E17;E22;D01;43396
791;E17;E22;D01;455
791;E17;E22;E01;21
791;E17;E22;E01;203
791;E17;E22;E02;772
791;E17;E22;E02;86
791;E17;E22;E02;173
791;E17;E22;E02;6
791;E17;E22;E02;17
791;E17;E22;E02;4
791;E17;E23;D01;2
791;E17;D03;D01;4
791;E17;E22;D01;662
791;E17;E22;D01;3
791;E17;E22;E01;1
791;E17;E22;E01;1
791;E17;E22;E02;7
791;E17;E22;E02;1
791;E17;E23;D01;1
791;E17;D03;D01;4
791;E17;E22;D01;2759
791;E17;E22;D01;14
791;E17;E22;E01;2
791;E17;E22;E01;6
791;E17;E22;E02;84
791;E17;E22;E02;4
791;E17;E22;E02;14
791;E17;E22;E02;1
791;E17;E23;D01;1
791;E17;D03;D01;152
791;E17;D03;E02;1
791;E17;E22;D01;34593
791;E17;E22;D01;221
791;E17;E22;E01;21
791;E17;E22;E01;79
791;E17;E22;E02;470
791;E17;E22;E02;1
791;E17;E22;E02;81
791;E17;E22;E02;101
791;E17;E22;E02;4
791;E17;E22;E02;11
791;E17;E22;E02;9
791;E17;E23;D01;16
791;E17;E23;E01;2
791;E17;E22;D01;4
791;E17;E22;D01;54
791;E17;E22;D01;74
791;E17;D03;D01;7
791;E17;D03;E02;1
791;E17;E22;D01;983
791;E17;E22;D01;5
791;E17;E22;E01;2
791;E17;E22;E01;4
791;E17;E22;E02;13
791;E17;E22;E02;2
791;E17;E22;E02;18
791;E17;D03;D01;36
791;E17;E22;D01;1242
791;E17;E22;E01;29
791;E17;E22;E02;298
791;E17;E22;E02;1
791;E17;E22;E02;9
791;E17;D03;D01;136
791;E17;E22;D01;2818
791;E17;E22;D01;54
791;E17;E22;E01;3
791;E17;E22;E01;20
791;E17;E22;E02;123
791;E17;E22;E02;9
791;E17;E22;E02;17
791;E17;D03;D01;1
791;E17;E22;D01;554
791;E17;E22;D01;3
791;E17;E22;E02;5
791;E17;E22;E02;1
791;E17;E22;E02;2
791;E17;E22;E02;10
791;E18;E22;;34
791;E17;E22;D01;1
791;E17;E22;E02;5
791;E18;E22;;11
791;E17;D03;D01;54
791;E17;E22;D01;1876
791;E17;E22;D01;6
791;E17;E22;E01;5
791;E17;E22;E01;2
791;E17;E22;E02;530
791;E17;E22;E02;5
791;E17;E22;E02;61
791;E17;E22;E02;1
791;E17;E22;E02;6
791;E17;E22;E02;1
791;E17;E23;D01;2
791;E17;E23;E02;1
791;E17;D03;D01;8
791;E17;E22;D01;372
791;E17;E22;E01;23
791;E17;E22;E02;171
791;E17;E22;E02;2
791;E17;D03;D01;43
791;E17;D03;E02;1
791;E17;E22;D01;27510
791;E17;E22;D01;227
791;E17;E22;E01;12
791;E17;E22;E01;31
791;E17;E22;E02;304
791;E17;E22;E02;48
791;E17;E22;E02;281
791;E17;E22;E02;18
791;E17;E22;E02;6
791;E17;E23;D01;6
791;E17;D03;D01;130
791;E17;E22;D01;12602
791;E17;E22;D01;148
791;E17;E22;E01;9
791;E17;E22;E01;12
791;E17;E22;E02;53
791;E17;E22;E02;27
791;E17;E22;E02;46
791;E17;E22;E02;2
791;E17;E22;E02;2
791;E17;E23;D01;1
791;E17;E22;E02;2
791;E18;E22;;11
791;E17;D03;D01;43
791;E17;E22;D01;32613
791;E17;E22;D01;708
791;E17;E22;E01;9
791;E17;E22;E01;41
791;E17;E22;E02;45
791;E17;E22;E02;172
791;E17;E22;E02;297
791;E17;E22;E02;7
791;E17;E22;E02;18
791;E17;E22;E02;11
791;E17;E23;D01;3
791;E18;D03;;1
791;E18;D03;;2
791;E18;D03;;89
791;E18;D03;;1
791;E18;D03;;5
791;E18;E22;;4
791;E18;E22;;305
791;E18;E22;;2253
791;E18;E22;;46
791;E18;E22;;210
791;E17;D03;D01;1
791;E17;E22;D01;3698
791;E17;E22;D01;29
791;E17;E22;E01;3
791;E17;E22;E01;4
791;E17;E22;E02;11
791;E17;E22;E02;23
791;E17;E22;E02;46
791;E18;D03;;3
791;E18;E22;;38
791;E18;E22;;71
791;E17;E22;D01;3191
791;E17;E22;D01;21
791;E17;E22;E01;1
791;E17;E22;E01;1
791;E17;E22;E02;1
791;E17;E22;E02;3
791;E17;E22;E02;6
791;E17;E22;E02;1
791;E17;E22;D01;1
791;E17;E22;D01;4
791;E17;E22;D01;7724
791;E17;E22;D01;24
791;E17;E22;E01;3
791;E17;E22;E01;9
791;E17;E22;E02;5
791;E17;E22;E02;4
791;E17;E22;E02;13
791;E17;E22;E02;1
791;E17;E22;E02;1
791;E17;E23;D01;3
791;E18;E22;;7
791;E17;E22;D01;1
791;E17;E22;D01;2809
791;E17;E22;D01;6
791;E17;E22;E01;1
791;E17;E22;E01;6
791;E17;E22;E02;2
791;E17;E22;E02;2
791;E17;E22;E02;1
791;E17;E23;E01;1
791;E17;E22;D01;38
791;E17;E22;D01;5
791;E17;D03;E02;1
791;E17;E22;D01;36
791;E17;E22;E01;1
791;E17;E22;E02;41
791;E17;E22;E02;1
791;E17;D03;D01;595
791;E17;E22;D01;643220
791;E17;E22;D01;7554
791;E17;E22;E01;274
791;E17;E22;E01;537
791;E17;E22;E02;131
791;E17;E22;E02;823
791;E17;E22;E02;1111
791;E17;E22;E02;17
791;E17;E22;E02;72
791;E17;E22;E02;84
791;E17;E23;D01;30
791;E17;E23;E01;1
791;E17;E23;E01;1
791;E17;E22;D01;961
791;E17;E22;D01;8
791;E17;E22;E01;1
791;E17;E22;E01;2
791;E17;E22;E02;17
791;E17;E22;E02;1
791;E17;E22;E02;7
791;E17;E23;D01;9
791;E17;D03;D01;11
791;E17;E22;D01;6207
791;E17;E22;D01;3
791;E17;E22;E01;15
791;E17;E22;E01;10
791;E17;E22;E02;208
791;E17;E22;E02;1
791;E17;E22;E02;7
791;E17;E22;E02;3
791;E17;D03;D01;111
791;E17;D03;E02;1
791;E17;E22;D01;6318
791;E17;E22;D01;85
791;E17;E22;E01;8
791;E17;E22;E01;464
791;E17;E22;E02;914
791;E17;E22;E02;47
791;E17;E22;E02;115
791;E17;E22;E02;1
791;E17;E22;E02;3
791;E17;E22;E02;5
791;E18;D03;;1
791;E18;E22;;3
791;E18;E22;;47
791;E17;D03;D01;80
791;E17;D03;E02;1
791;E17;E22;D01;19959
791;E17;E22;D01;240
791;E17;E22;E01;11
791;E17;E22;E01;19
791;E17;E22;E02;447
791;E17;E22;E02;47
791;E17;E22;E02;79
791;E17;E22;E02;3
791;E17;E22;E02;6
791;E17;D03;D01;2
791;E17;E22;D01;5436
791;E17;E22;D01;39
791;E17;E22;E01;1
791;E17;E22;E01;7
791;E17;E22;E02;13
791;E17;E22;E02;8
791;E17;E22;E02;29
791;E17;E22;E02;3
791;E17;E22;D01;53
791;E17;D03;D01;3
791;E17;E22;D01;258
791;E17;E22;E01;1
791;E17;E22;E01;1
791;E17;E22;E02;79
791;E17;E22;E02;1
791;E17;E22;E02;1
791;E17;E22;E02;2
791;E18;E22;;1
791;E17;E22;D01;2384
791;E17;E22;D01;23
791;E17;E22;E01;1
791;E17;E22;E02;2
791;E17;E22;E02;11
791;E17;E22;E02;15
791;E17;E22;E02;2
791;E17;E22;E02;1
791;E17;E22;D01;93
791;E17;E22;D01;16
791;E17;E22;E02;1
791;E17;E22;E02;4
791;E17;E22;E02;3
791;E17;E22;E02;1
791;E17;D03;D01;8
791;E17;D03;E02;1
791;E17;E22;D01;23904
791;E17;E22;D01;164
791;E17;E22;E01;22
791;E17;E22;E01;137
791;E17;E22;E02;160
791;E17;E22;E02;33
791;E17;E22;E02;53
791;E17;E22;E02;1
791;E17;E22;E02;2
791;E17;E22;E02;6
791;E17;E23;D01;3
791;E17;E22;D01;6492
791;E17;E22;D01;28
791;E17;E22;E01;4
791;E17;E22;E01;6
791;E17;E22;E02;5
791;E17;E22;E02;11
791;E17;E22;E02;8
791;E17;E22;E02;1
791;E17;E23;D01;2
791;E17;D03;D01;2
791;E17;E22;D01;114
791;E17;E22;E01;1
791;E17;E22;E02;213
791;E17;E22;E02;1
791;E17;E22;E02;4
791;E18;E22;;10704
791;E18;E23;;1
791;E17;E22;D01;117
791;E17;D03;D01;2
791;E17;E22;D01;10583
791;E17;E22;D01;181
791;E17;E22;E01;3
791;E17;E22;E01;9
791;E17;E22;E02;9
791;E17;E22;E02;12
791;E17;E22;E02;21
791;E17;E22;E02;1
791;E17;E22;E02;1
791;E17;E22;E02;4
791;E18;E22;;20
791;E18;E22;;1448
791;E18;E22;;746
791;E18;E23;;1
791;E17;E22;D01;2031
791;E17;E22;D01;26
791;E17;E22;E01;1
791;E17;E22;E01;1
791;E17;E22;E02;1
791;E17;E22;E02;1
791;E17;E22;D01;4
791;E17;E22;E02;1
791;E18;E22;;1
791;D01;D02;;4
791;D01;D02;;2
791;D01;E22;;6
791;D02;D02;;2308
791;D02;D02;;594
791;D03;D02;;2
791;D04;D02;;8
791;D04;D02;;216
791;D04;E22;;10705
791;D04;E22;;1
791;D05;D02;;135
791;D05;D03;;5
791;D05;E22;;394
791;D06;D02;;379
791;D06;D03;;99
791;D06;E22;;16118
791;D06;E23;;2
791;D07;D02;;230
791;D07;D03;;99
791;D07;E22;;16124
791;D07;E23;;2
791;D08;D02;;84
791;D08;D03;;2
791;D08;E22;;109
791;D09;D02;;49
791;D09;D03;;4
791;D09;E22;;226
791;D10;D02;;11
791;D10;E22;;3
791;D11;D02;;9
791;D11;E22;;2
791;D14;D02;;1
791;D14;D02;;3559
791;D14;E22;;48153
791;D15;D02;;19
791;D15;E22;;10705
791;D17;D02;;3
791;D17;E22;;147
791;D18;E22;;46
791;D20;E22;;2
791;D99;D02;;1547
791;E17;D02;D01;5130
791;E17;D02;D01;1
791;E17;D02;E01;248
791;E17;D02;E01;1
791;E17;D02;E01;164
791;E17;D02;E01;41394
791;E17;D02;E01;10
791;E17;D02;E02;3788
791;E17;D02;E02;2
791;E17;D02;E02;2
791;E17;D02;E02;6
791;E17;D02;E02;1
791;E17;D02;E02;2
791;E17;D03;D01;1481
791;E17;D03;E02;33
791;E17;E23;D01;1121
791;E17;E23;D01;1
791;E17;E23;E01;55
791;E17;E23;E01;86
791;E17;E23;E02;15
791;E18;D02;;307
791;E18;D02;;28
791;E18;D02;;17
791;E18;D02;;36
791;E18;D02;;25
791;E18;D02;;273
791;E18;D02;;21
791;E18;D03;;1
791;E18;D03;;14
791;E20;D02;;9
791;E20;E22;;206
853;E17;E22;D01;23
853;E17;E22;E02;1
853;E17;E22;D01;5
853;E17;E22;D01;12
853;E17;E22;E02;1
853;E17;E22;E02;1
853;E17;D03;D01;4
853;E17;E22;D01;117
853;E17;E22;E02;12
853;E17;E22;D01;53
853;E17;E22;E02;14
853;E17;E22;E02;2
853;E17;E22;D01;6354
853;E17;E22;D01;102
853;E17;E22;E02;25
853;E17;E22;E02;1
853;E17;E22;E02;9
853;E17;E23;D01;2
853;E17;E22;D01;7
853;E17;E22;D01;76
853;E17;E22;E02;1
853;E17;E22;D01;1
853;E17;E22;D01;3
853;E17;E22;D01;19
